Country,Donor,Sector,Year,Amount_USD,Region
Bangladesh,Germany,"II.3.b. Energy generation, renewable sources",2022,1.67,South Asia
Bangladesh,United States,VIII.1. Emergency Response,2022,1.67,South Asia
India,Bill & Melinda Gates Foundation,I.5.a. Government & Civil Society-general,2022,1.67,South Asia
Kenya,Japan,II.1. Transport & Storage,2022,1.67,Sub-Saharan Africa
Ethiopia,Ireland,I.5.a. Government & Civil Society-general,2022,1.67,Sub-Saharan Africa
Uzbekistan,EU Institutions,IV.2. Other Multisector,2022,1.66,Central Asia
Kenya,Japan,III.1.a. Agriculture,2022,1.66,Sub-Saharan Africa
Ethiopia,Germany,III.1.a. Agriculture,2022,1.66,Sub-Saharan Africa
Bangladesh,Japan,I.4. Water Supply & Sanitation,2022,1.66,South Asia
Indonesia,United Kingdom,II.3.a. Energy Policy,2022,1.66,Southeast Asia
Indonesia,United Kingdom,"II.3.b. Energy generation, renewable sources",2022,1.66,Southeast Asia
India,Germany,I.4. Water Supply & Sanitation,2022,1.66,South Asia
Ghana,France,I.1.d. Post-Secondary Education,2022,1.66,Sub-Saharan Africa
Uzbekistan,International Development Association,II.1. Transport & Storage,2022,1.66,Central Asia
Bangladesh,United Kingdom,IV.1. General Environment Protection,2022,1.66,South Asia
Mongolia,Korea,I.5.a. Government & Civil Society-general,2022,1.66,East Asia
Myanmar,Switzerland,I.6. Other Social Infrastructure & Services,2022,1.66,Southeast Asia
Pakistan,United States,Administrative Costs of Donors,2022,1.66,South Asia
Nigeria,Norway,I.3. Population Policies/Programmes & Reproductive Health,2022,1.66,Sub-Saharan Africa
Bangladesh,United States,VIII.1. Emergency Response,2022,1.65,South Asia
India,Austria,I.1.d. Post-Secondary Education,2022,1.65,South Asia
India,IFAD,III.1.a. Agriculture,2022,1.65,South Asia
Bangladesh,United States,VIII.1. Emergency Response,2022,1.65,South Asia
Ethiopia,United States,VIII.1. Emergency Response,2022,1.65,Sub-Saharan Africa
Myanmar,United States,VIII.1. Emergency Response,2022,1.65,Southeast Asia
Ethiopia,Bill & Melinda Gates Foundation,I.2.b. Basic Health,2022,1.65,Sub-Saharan Africa
Ghana,United States,III.1.a. Agriculture,2022,1.65,Sub-Saharan Africa
Nepal,United States,I.2.b. Basic Health,2022,1.65,South Asia
Kenya,United States,I.3. Population Policies/Programmes & Reproductive Health,2022,1.65,Sub-Saharan Africa
Myanmar,United States,III.1.a. Agriculture,2022,1.65,Southeast Asia
Indonesia,United States,IV.2. Other Multisector,2022,1.65,Southeast Asia
Bangladesh,Australia,VIII.1. Emergency Response,2022,1.65,South Asia
Indonesia,Germany,IV.1. General Environment Protection,2022,1.65,Southeast Asia
Ghana,Japan,I.2.b. Basic Health,2022,1.65,Sub-Saharan Africa
India,World Health Organisation,"I.2.a. Health, General",2022,1.65,South Asia
Nepal,Germany,II.5. Business & Other Services,2022,1.65,South Asia
Pakistan,International Bank for Reconstruction and Development,III.1.a. Agriculture,2022,1.65,South Asia
Sri Lanka,Korea,"I.1.a. Education, Level Unspecified",2022,1.65,Other
Ghana,United Kingdom,I.5.a. Government & Civil Society-general,2022,1.64,Sub-Saharan Africa
Indonesia,Germany,I.5.a. Government & Civil Society-general,2022,1.64,Southeast Asia
Pakistan,International Development Association,VIII.3. Disaster Prevention & Preparedness,2022,1.64,South Asia
Bangladesh,International Development Association,III.1.a. Agriculture,2022,1.64,South Asia
Ethiopia,Bill & Melinda Gates Foundation,I.2.b. Basic Health,2022,1.64,Sub-Saharan Africa
India,United Kingdom,III.2.a. Industry,2022,1.64,South Asia
Pakistan,IFAD,IX. Unallocated / Unspecified,2022,1.64,South Asia
Bangladesh,United States,III.1.a. Agriculture,2022,1.64,South Asia
Nepal,EU Institutions,I.1.c. Secondary Education,2022,1.64,South Asia
Ghana,United States,I.2.b. Basic Health,2022,1.64,Sub-Saharan Africa
Uzbekistan,European Bank for Reconstruction and Development,I.4. Water Supply & Sanitation,2022,1.64,Central Asia
Sri Lanka,Japan,VIII.1. Emergency Response,2022,1.64,Other
Myanmar,Japan,VIII.1. Emergency Response,2022,1.64,Southeast Asia
Pakistan,Japan,"I.1.a. Education, Level Unspecified",2022,1.64,South Asia
Ethiopia,Japan,VIII.1. Emergency Response,2022,1.64,Sub-Saharan Africa
Ethiopia,Switzerland,I.5.a. Government & Civil Society-general,2022,1.64,Sub-Saharan Africa
India,Global Environment Facility,III.2.a. Industry,2022,1.64,South Asia
India,Global Environment Facility,II.3.a. Energy Policy,2022,1.63,South Asia
Philippines,Japan,I.2.b. Basic Health,2022,1.63,Southeast Asia
Nigeria,France,II.4. Banking & Financial Services,2022,1.63,Sub-Saharan Africa
Nigeria,International Development Association,II.3.a. Energy Policy,2022,1.63,Sub-Saharan Africa
Ethiopia,France,IV.2. Other Multisector,2022,1.63,Sub-Saharan Africa
Ghana,United Kingdom,IV.2. Other Multisector,2022,1.63,Sub-Saharan Africa
Nigeria,United Kingdom,I.2.b. Basic Health,2022,1.63,Sub-Saharan Africa
India,Germany,I.1.c. Secondary Education,2022,1.63,South Asia
Myanmar,Canada,I.3. Population Policies/Programmes & Reproductive Health,2022,1.63,Southeast Asia
Nigeria,United States,I.1.b. Basic Education,2022,1.63,Sub-Saharan Africa
Bangladesh,United States,I.2.b. Basic Health,2022,1.63,South Asia
Bangladesh,Sweden,I.5.a. Government & Civil Society-general,2022,1.63,South Asia
Bangladesh,EU Institutions,VI.2. Development Food Assistance,2022,1.63,South Asia
Ethiopia,Norway,IV.1. General Environment Protection,2022,1.63,Sub-Saharan Africa
India,Germany,IV.1. General Environment Protection,2022,1.63,South Asia
Nepal,Switzerland,I.5.a. Government & Civil Society-general,2022,1.62,South Asia
Ethiopia,United States,VIII.1. Emergency Response,2022,1.62,Sub-Saharan Africa
Bangladesh,United States,VIII.1. Emergency Response,2022,1.62,South Asia
Philippines,United States,I.3. Population Policies/Programmes & Reproductive Health,2022,1.62,Southeast Asia
Pakistan,United States,II.1. Transport & Storage,2022,1.62,South Asia
Myanmar,Switzerland,I.6. Other Social Infrastructure & Services,2022,1.62,Southeast Asia
Pakistan,United States,II.3.a. Energy Policy,2022,1.62,South Asia
Ethiopia,Denmark,I.5.a. Government & Civil Society-general,2022,1.62,Sub-Saharan Africa
Uzbekistan,Japan,III.1.a. Agriculture,2022,1.62,Central Asia
India,International Bank for Reconstruction and Development,I.5.a. Government & Civil Society-general,2022,1.62,South Asia
Nepal,International Development Association,"I.2.a. Health, General",2022,1.62,South Asia
Nepal,Switzerland,I.5.a. Government & Civil Society-general,2022,1.62,South Asia
Kenya,IKEA Foundation,III.1.a. Agriculture,2022,1.62,Sub-Saharan Africa
Nigeria,International Development Association,"I.1.a. Education, Level Unspecified",2022,1.62,Sub-Saharan Africa
Ghana,International Development Association,I.5.a. Government & Civil Society-general,2022,1.62,Sub-Saharan Africa
Indonesia,France,Administrative Costs of Donors,2022,1.61,Southeast Asia
Sri Lanka,Germany,I.1.c. Secondary Education,2022,1.61,Other
Bangladesh,International Development Association,"I.1.a. Education, Level Unspecified",2022,1.61,South Asia
Ghana,Canada,I.3. Population Policies/Programmes & Reproductive Health,2022,1.61,Sub-Saharan Africa
Kenya,United States,I.2.b. Basic Health,2022,1.61,Sub-Saharan Africa
Nigeria,Norway,VIII.1. Emergency Response,2022,1.61,Sub-Saharan Africa
Pakistan,United States,I.1.b. Basic Education,2022,1.61,South Asia
Mongolia,Asian Development Bank,II.3.f. Energy distribution,2022,1.61,East Asia
Uzbekistan,Saudi Arabia,II.1. Transport & Storage,2022,1.61,Central Asia
Bangladesh,Netherlands,IV.2. Other Multisector,2022,1.61,South Asia
Ethiopia,United States,I.3. Population Policies/Programmes & Reproductive Health,2022,1.61,Sub-Saharan Africa
Pakistan,Norway,VIII.1. Emergency Response,2022,1.61,South Asia
India,UNHCR,VIII.1. Emergency Response,2022,1.61,South Asia
Bangladesh,United Kingdom,I.3. Population Policies/Programmes & Reproductive Health,2022,1.61,South Asia
Myanmar,Denmark,I.5.a. Government & Civil Society-general,2022,1.61,Southeast Asia
Philippines,Australia,I.2.b. Basic Health,2022,1.61,Southeast Asia
Philippines,Japan,II.1. Transport & Storage,2022,1.60,Southeast Asia
Ethiopia,United States,I.3. Population Policies/Programmes & Reproductive Health,2022,1.60,Sub-Saharan Africa
India,Children's Investment Fund Foundation,"II.3.b. Energy generation, renewable sources",2022,1.60,South Asia
Bangladesh,Canada,I.6. Other Social Infrastructure & Services,2022,1.60,South Asia
Uzbekistan,Germany,I.2.b. Basic Health,2022,1.60,Central Asia
Ethiopia,France,VIII.2. Reconstruction Relief & Rehabilitation,2022,1.60,Sub-Saharan Africa
Kenya,United Kingdom,"I.5.b. Conflict, Peace & Security",2022,1.60,Sub-Saharan Africa
Ethiopia,International Development Association,III.1.a. Agriculture,2022,1.60,Sub-Saharan Africa
Nepal,Switzerland,II.5. Business & Other Services,2022,1.60,South Asia
India,Bill & Melinda Gates Foundation,I.2.b. Basic Health,2022,1.60,South Asia
Pakistan,United States,"I.5.b. Conflict, Peace & Security",2022,1.60,South Asia
Nigeria,United States,VIII.1. Emergency Response,2022,1.60,Sub-Saharan Africa
Kenya,Sweden,IV.1. General Environment Protection,2022,1.60,Sub-Saharan Africa
Kenya,United States,VIII.1. Emergency Response,2022,1.60,Sub-Saharan Africa
India,United States,I.5.a. Government & Civil Society-general,2022,1.60,South Asia
Nigeria,United States,VI.2. Development Food Assistance,2022,1.60,Sub-Saharan Africa
Bangladesh,United States,I.3. Population Policies/Programmes & Reproductive Health,2022,1.60,South Asia
Ethiopia,United States,I.3. Population Policies/Programmes & Reproductive Health,2022,1.60,Sub-Saharan Africa
Nigeria,United States,VIII.1. Emergency Response,2022,1.60,Sub-Saharan Africa
Bangladesh,United States,"I.2.a. Health, General",2022,1.59,South Asia
Bangladesh,EU Institutions,I.3. Population Policies/Programmes & Reproductive Health,2022,1.59,South Asia
Bangladesh,Bill & Melinda Gates Foundation,III.1.a. Agriculture,2022,1.59,South Asia
Ethiopia,Denmark,VIII.1. Emergency Response,2022,1.59,Sub-Saharan Africa
Kenya,United States,"I.2.a. Health, General",2022,1.59,Sub-Saharan Africa
Kenya,Denmark,VIII.1. Emergency Response,2022,1.59,Sub-Saharan Africa
Nigeria,World Health Organisation,VIII.1. Emergency Response,2022,1.59,Sub-Saharan Africa
Bangladesh,International Development Association,I.4. Water Supply & Sanitation,2022,1.59,South Asia
Bangladesh,International Development Association,VIII.3. Disaster Prevention & Preparedness,2022,1.59,South Asia
Bangladesh,International Development Association,II.4. Banking & Financial Services,2022,1.59,South Asia
India,IKEA Foundation,I.5.a. Government & Civil Society-general,2022,1.59,South Asia
India,IKEA Foundation,II.3.f. Energy distribution,2022,1.59,South Asia
Indonesia,Korea,III.2.a. Industry,2022,1.58,Southeast Asia
Indonesia,Korea,"II.3.b. Energy generation, renewable sources",2022,1.58,Southeast Asia
Pakistan,Canada,VIII.1. Emergency Response,2022,1.58,South Asia
Pakistan,Türkiye,VIII.1. Emergency Response,2022,1.58,South Asia
Nigeria,Germany,I.1.b. Basic Education,2022,1.58,Sub-Saharan Africa
Mongolia,Germany,I.1.d. Post-Secondary Education,2022,1.58,East Asia
Ethiopia,France,I.2.b. Basic Health,2022,1.58,Sub-Saharan Africa
India,Germany,"II.3.b. Energy generation, renewable sources",2022,1.58,South Asia
Pakistan,International Development Association,II.3.a. Energy Policy,2022,1.58,South Asia
India,Germany,"II.3.b. Energy generation, renewable sources",2022,1.58,South Asia
Bangladesh,Germany,IV.2. Other Multisector,2022,1.58,South Asia
India,Finland,II.3.f. Energy distribution,2022,1.58,South Asia
Uzbekistan,France,III.1.a. Agriculture,2022,1.58,Central Asia
Ethiopia,Germany,VIII.2. Reconstruction Relief & Rehabilitation,2022,1.58,Sub-Saharan Africa
Myanmar,Finland,"I.5.b. Conflict, Peace & Security",2022,1.58,Southeast Asia
Pakistan,EU Institutions,VIII.1. Emergency Response,2022,1.58,South Asia
Kenya,United States,III.1.a. Agriculture,2022,1.58,Sub-Saharan Africa
India,Asian Development Bank,I.4. Water Supply & Sanitation,2022,1.58,South Asia
Mongolia,IFAD,IX. Unallocated / Unspecified,2022,1.58,East Asia
Ghana,Germany,I.5.a. Government & Civil Society-general,2022,1.58,Sub-Saharan Africa
Mongolia,Luxembourg,I.2.b. Basic Health,2022,1.58,East Asia
Kenya,United Kingdom,"II.3.b. Energy generation, renewable sources",2022,1.58,Sub-Saharan Africa
India,Bill & Melinda Gates Foundation,I.3. Population Policies/Programmes & Reproductive Health,2022,1.58,South Asia
Myanmar,Sweden,VIII.1. Emergency Response,2022,1.58,Southeast Asia
Ethiopia,Germany,VI.2. Development Food Assistance,2022,1.58,Sub-Saharan Africa
Nigeria,Austria,"II.3.b. Energy generation, renewable sources",2022,1.58,Sub-Saharan Africa
Ethiopia,World Diabetes Foundation,I.2.c. Non-communicable diseases (NCDs),2022,1.58,Sub-Saharan Africa
Ethiopia,Finland,"I.1.a. Education, Level Unspecified",2022,1.58,Sub-Saharan Africa
Myanmar,EU Institutions,I.1.b. Basic Education,2022,1.58,Southeast Asia
Myanmar,Japan,III.2.a. Industry,2022,1.58,Southeast Asia
Bangladesh,Italy,I.5.a. Government & Civil Society-general,2022,1.58,South Asia
Philippines,EU Institutions,II.2. Communications,2022,1.58,Southeast Asia
Sri Lanka,EU Institutions,III.2.a. Industry,2022,1.58,Other
Indonesia,Japan,I.4. Water Supply & Sanitation,2022,1.58,Southeast Asia
Nepal,EU Institutions,I.5.a. Government & Civil Society-general,2022,1.58,South Asia
Ethiopia,Belgium,VIII.1. Emergency Response,2022,1.58,Sub-Saharan Africa
Ethiopia,Belgium,VIII.2. Reconstruction Relief & Rehabilitation,2022,1.58,Sub-Saharan Africa
Ethiopia,Italy,VIII.1. Emergency Response,2022,1.58,Sub-Saharan Africa
Myanmar,EU Institutions,I.1.b. Basic Education,2022,1.58,Southeast Asia
Ethiopia,Italy,VIII.2. Reconstruction Relief & Rehabilitation,2022,1.58,Sub-Saharan Africa
Bangladesh,Italy,VIII.1. Emergency Response,2022,1.58,South Asia
Sri Lanka,Global Environment Facility,III.2.a. Industry,2022,1.58,Other
Bangladesh,Denmark,IV.1. General Environment Protection,2022,1.57,South Asia
Ethiopia,EU Institutions,IV.1. General Environment Protection,2022,1.57,Sub-Saharan Africa
Nepal,Switzerland,I.5.a. Government & Civil Society-general,2022,1.57,South Asia
Indonesia,Switzerland,III.1.a. Agriculture,2022,1.57,Southeast Asia
Pakistan,International Bank for Reconstruction and Development,I.4. Water Supply & Sanitation,2022,1.57,South Asia
Nepal,International Development Association,I.2.b. Basic Health,2022,1.57,South Asia
Nepal,International Development Association,"I.2.a. Health, General",2022,1.57,South Asia
Ethiopia,Germany,I.1.c. Secondary Education,2022,1.57,Sub-Saharan Africa
Pakistan,EU Institutions,I.6. Other Social Infrastructure & Services,2022,1.57,South Asia
Pakistan,EU Institutions,IV.1. General Environment Protection,2022,1.57,South Asia
Bangladesh,United States,I.2.b. Basic Health,2022,1.57,South Asia
Bangladesh,United States,VIII.1. Emergency Response,2022,1.57,South Asia
Ethiopia,Switzerland,III.1.a. Agriculture,2022,1.57,Sub-Saharan Africa
Kenya,UN Development Coordination Office,I.5.a. Government & Civil Society-general,2022,1.57,Sub-Saharan Africa
Ethiopia,Norway,I.3. Population Policies/Programmes & Reproductive Health,2022,1.56,Sub-Saharan Africa
Ethiopia,Norway,I.3. Population Policies/Programmes & Reproductive Health,2022,1.56,Sub-Saharan Africa
Ghana,African Development Fund,I.1.c. Secondary Education,2022,1.56,Sub-Saharan Africa
Pakistan,United States,II.3.a. Energy Policy,2022,1.56,South Asia
India,United States,I.2.b. Basic Health,2022,1.56,South Asia
Myanmar,United States,VIII.1. Emergency Response,2022,1.56,Southeast Asia
Pakistan,Norway,VIII.1. Emergency Response,2022,1.56,South Asia
Kenya,United States,I.3. Population Policies/Programmes & Reproductive Health,2022,1.56,Sub-Saharan Africa
Indonesia,United States,I.2.b. Basic Health,2022,1.56,Southeast Asia
Ghana,African Development Fund,I.4. Water Supply & Sanitation,2022,1.56,Sub-Saharan Africa
Ghana,Japan,II.1. Transport & Storage,2022,1.56,Sub-Saharan Africa
Bangladesh,Denmark,I.5.a. Government & Civil Society-general,2022,1.56,South Asia
Philippines,EU Institutions,"I.5.b. Conflict, Peace & Security",2022,1.56,Southeast Asia
Sri Lanka,Japan,II.1. Transport & Storage,2022,1.56,Other
Pakistan,UNICEF,VIII.1. Emergency Response,2022,1.56,South Asia
Indonesia,International Bank for Reconstruction and Development,II.2. Communications,2022,1.56,Southeast Asia
Kenya,Bill & Melinda Gates Foundation,I.3. Population Policies/Programmes & Reproductive Health,2022,1.56,Sub-Saharan Africa
Ethiopia,Germany,IV.2. Other Multisector,2022,1.55,Sub-Saharan Africa
Ethiopia,Germany,VIII.1. Emergency Response,2022,1.55,Sub-Saharan Africa
India,Germany,"II.3.b. Energy generation, renewable sources",2022,1.55,South Asia
Indonesia,United Kingdom,IV.1. General Environment Protection,2022,1.55,Southeast Asia
Indonesia,Germany,"II.3.b. Energy generation, renewable sources",2022,1.55,Southeast Asia
Kenya,United Kingdom,I.1.d. Post-Secondary Education,2022,1.55,Sub-Saharan Africa
Philippines,Korea,I.2.b. Basic Health,2022,1.55,Southeast Asia
Pakistan,International Development Association,I.5.a. Government & Civil Society-general,2022,1.55,South Asia
Philippines,United States,I.5.a. Government & Civil Society-general,2022,1.55,Southeast Asia
Indonesia,United States,I.2.b. Basic Health,2022,1.55,Southeast Asia
India,Bloomberg Family Foundation,"II.3.b. Energy generation, renewable sources",2022,1.55,South Asia
Kenya,United States,III.1.a. Agriculture,2022,1.55,Sub-Saharan Africa
India,Bill & Melinda Gates Foundation,"I.2.a. Health, General",2022,1.55,South Asia
Mongolia,European Bank for Reconstruction and Development,II.4. Banking & Financial Services,2022,1.55,East Asia
Pakistan,Asian Development Bank,II.1. Transport & Storage,2022,1.55,South Asia
Kenya,United States,I.3. Population Policies/Programmes & Reproductive Health,2022,1.55,Sub-Saharan Africa
Philippines,Japan,VIII.1. Emergency Response,2022,1.55,Southeast Asia
Philippines,Japan,I.4. Water Supply & Sanitation,2022,1.54,Southeast Asia
Myanmar,Australia,IV.2. Other Multisector,2022,1.54,Southeast Asia
Nepal,Japan,II.1. Transport & Storage,2022,1.54,South Asia
Bangladesh,Bill & Melinda Gates Foundation,I.3. Population Policies/Programmes & Reproductive Health,2022,1.54,South Asia
Uzbekistan,United Arab Emirates,I.1.d. Post-Secondary Education,2022,1.54,Central Asia
India,International Development Association,"I.2.a. Health, General",2022,1.54,South Asia
Mongolia,Green Climate Fund,III.1.a. Agriculture,2022,1.54,East Asia
Indonesia,IKEA Foundation,"II.3.b. Energy generation, renewable sources",2022,1.54,Southeast Asia
Pakistan,Canada,I.3. Population Policies/Programmes & Reproductive Health,2022,1.54,South Asia
Kenya,Mastercard Foundation,III.1.a. Agriculture,2022,1.54,Sub-Saharan Africa
Pakistan,Canada,VIII.1. Emergency Response,2022,1.54,South Asia
Pakistan,Canada,VIII.1. Emergency Response,2022,1.54,South Asia
Bangladesh,Canada,I.2.b. Basic Health,2022,1.54,South Asia
Bangladesh,Canada,I.2.b. Basic Health,2022,1.54,South Asia
Nigeria,United Kingdom,I.2.b. Basic Health,2022,1.54,Sub-Saharan Africa
Ethiopia,UNICEF,VIII.1. Emergency Response,2022,1.54,Sub-Saharan Africa
Kenya,Sweden,III.1.a. Agriculture,2022,1.54,Sub-Saharan Africa
Sri Lanka,United States,I.5.a. Government & Civil Society-general,2022,1.54,Other
India,Bill & Melinda Gates Foundation,"I.2.a. Health, General",2022,1.54,South Asia
India,Bill & Melinda Gates Foundation,I.3. Population Policies/Programmes & Reproductive Health,2022,1.53,South Asia
Pakistan,Bill & Melinda Gates Foundation,I.2.b. Basic Health,2022,1.53,South Asia
Nepal,Asian Development Bank,"II.3.b. Energy generation, renewable sources",2022,1.53,South Asia
Ghana,Germany,I.4. Water Supply & Sanitation,2022,1.53,Sub-Saharan Africa
Myanmar,United States,I.3. Population Policies/Programmes & Reproductive Health,2022,1.53,Southeast Asia
Nigeria,United States,III.1.a. Agriculture,2022,1.53,Sub-Saharan Africa
Nigeria,United States,I.4. Water Supply & Sanitation,2022,1.53,Sub-Saharan Africa
Philippines,United States,VIII.1. Emergency Response,2022,1.53,Southeast Asia
Indonesia,Australia,IV.2. Other Multisector,2022,1.53,Southeast Asia
Ethiopia,Japan,I.2.b. Basic Health,2022,1.53,Sub-Saharan Africa
Indonesia,Australia,"I.5.b. Conflict, Peace & Security",2022,1.53,Southeast Asia
Kenya,EU Institutions,"I.1.a. Education, Level Unspecified",2022,1.53,Sub-Saharan Africa
Nepal,International Development Association,I.4. Water Supply & Sanitation,2022,1.53,South Asia
Ghana,International Development Association,I.2.b. Basic Health,2022,1.53,Sub-Saharan Africa
Sri Lanka,OPEC Fund for International Development,II.1. Transport & Storage,2022,1.52,Other
Uzbekistan,Islamic Development Bank,"I.2.a. Health, General",2022,1.52,Central Asia
Nigeria,International Development Association,II.1. Transport & Storage,2022,1.52,Sub-Saharan Africa
Nigeria,International Development Association,II.1. Transport & Storage,2022,1.52,Sub-Saharan Africa
Bangladesh,Netherlands,I.4. Water Supply & Sanitation,2022,1.52,South Asia
Ethiopia,United Kingdom,IV.2. Other Multisector,2022,1.52,Sub-Saharan Africa
Ethiopia,International Development Association,III.1.a. Agriculture,2022,1.52,Sub-Saharan Africa
India,United States,II.4. Banking & Financial Services,2022,1.52,South Asia
Kenya,International Development Association,"I.1.a. Education, Level Unspecified",2022,1.52,Sub-Saharan Africa
India,United States,I.2.b. Basic Health,2022,1.52,South Asia
Mongolia,Asian Development Bank,"II.3.b. Energy generation, renewable sources",2022,1.52,East Asia
Bangladesh,Austria,I.1.d. Post-Secondary Education,2022,1.52,South Asia
Ethiopia,United States,VIII.1. Emergency Response,2022,1.52,Sub-Saharan Africa
Nigeria,United States,VIII.1. Emergency Response,2022,1.52,Sub-Saharan Africa
Bangladesh,United States,Administrative Costs of Donors,2022,1.52,South Asia
Uzbekistan,Global Alliance for Vaccines and Immunization,I.2.b. Basic Health,2022,1.52,Central Asia
Pakistan,United Arab Emirates,VIII.1. Emergency Response,2022,1.52,South Asia
India,Global Environment Facility,IV.1. General Environment Protection,2022,1.51,South Asia
Kenya,Belgium,II.2. Communications,2022,1.51,Sub-Saharan Africa
India,Japan,I.2.b. Basic Health,2022,1.51,South Asia
Indonesia,Germany,III.1.a. Agriculture,2022,1.51,Southeast Asia
Ghana,International Development Association,"I.1.a. Education, Level Unspecified",2022,1.51,Sub-Saharan Africa
Bangladesh,Qatar,I.1.b. Basic Education,2022,1.51,South Asia
Ethiopia,Netherlands,III.1.a. Agriculture,2022,1.51,Sub-Saharan Africa
Bangladesh,International Development Association,I.4. Water Supply & Sanitation,2022,1.51,South Asia
Philippines,Korea,II.1. Transport & Storage,2022,1.51,Southeast Asia
Pakistan,International Bank for Reconstruction and Development,II.3.a. Energy Policy,2022,1.51,South Asia
Ethiopia,United States,VIII.1. Emergency Response,2022,1.51,Sub-Saharan Africa
Nigeria,United States,I.5.a. Government & Civil Society-general,2022,1.51,Sub-Saharan Africa
Nigeria,United States,I.3. Population Policies/Programmes & Reproductive Health,2022,1.51,Sub-Saharan Africa
India,Michael & Susan Dell Foundation,II.5. Business & Other Services,2022,1.51,South Asia
Myanmar,EU Institutions,VIII.1. Emergency Response,2022,1.51,Southeast Asia
Bangladesh,EU Institutions,IV.2. Other Multisector,2022,1.51,South Asia
Mongolia,Asian Development Bank,"II.3.b. Energy generation, renewable sources",2022,1.50,East Asia
Mongolia,Asian Development Bank,"II.3.b. Energy generation, renewable sources",2022,1.50,East Asia
Kenya,United States,I.6. Other Social Infrastructure & Services,2022,1.50,Sub-Saharan Africa
Myanmar,Finland,I.5.a. Government & Civil Society-general,2022,1.50,Southeast Asia
India,United States,II.5. Business & Other Services,2022,1.50,South Asia
Ethiopia,Central Emergency Response Fund,VIII.1. Emergency Response,2022,1.50,Sub-Saharan Africa
Nigeria,United States,VIII.1. Emergency Response,2022,1.50,Sub-Saharan Africa
Philippines,Saudi Arabia,"I.2.a. Health, General",2022,1.50,Southeast Asia
Pakistan,United States,"I.5.b. Conflict, Peace & Security",2022,1.50,South Asia
India,Bill & Melinda Gates Foundation,I.3. Population Policies/Programmes & Reproductive Health,2022,1.50,South Asia
Pakistan,United States,I.5.a. Government & Civil Society-general,2022,1.50,South Asia
Ghana,United States,Administrative Costs of Donors,2022,1.50,Sub-Saharan Africa
Nigeria,United States,I.3. Population Policies/Programmes & Reproductive Health,2022,1.50,Sub-Saharan Africa
Ghana,United States,II.5. Business & Other Services,2022,1.50,Sub-Saharan Africa
India,United States,II.3.a. Energy Policy,2022,1.50,South Asia
Nigeria,United States,"I.5.b. Conflict, Peace & Security",2022,1.50,Sub-Saharan Africa
Bangladesh,Central Emergency Response Fund,VIII.1. Emergency Response,2022,1.50,South Asia
Nigeria,United States,I.3. Population Policies/Programmes & Reproductive Health,2022,1.50,Sub-Saharan Africa
Mongolia,Asian Development Bank,II.3.f. Energy distribution,2022,1.50,East Asia
Philippines,United States,IV.1. General Environment Protection,2022,1.50,Southeast Asia
Pakistan,United States,"I.5.b. Conflict, Peace & Security",2022,1.50,South Asia
Bangladesh,Central Emergency Response Fund,VIII.1. Emergency Response,2022,1.50,South Asia
Mongolia,Asian Development Bank,II.3.a. Energy Policy,2022,1.50,East Asia
Philippines,United States,"I.5.b. Conflict, Peace & Security",2022,1.50,Southeast Asia
Ethiopia,United States,I.2.b. Basic Health,2022,1.50,Sub-Saharan Africa
Nigeria,United States,I.3. Population Policies/Programmes & Reproductive Health,2022,1.50,Sub-Saharan Africa
India,United States,I.2.b. Basic Health,2022,1.50,South Asia
Kenya,United States,VIII.1. Emergency Response,2022,1.50,Sub-Saharan Africa
Philippines,United States,I.2.b. Basic Health,2022,1.50,Southeast Asia
Ethiopia,United States,VIII.1. Emergency Response,2022,1.50,Sub-Saharan Africa
India,United States,I.2.b. Basic Health,2022,1.50,South Asia
India,Bill & Melinda Gates Foundation,I.2.b. Basic Health,2022,1.50,South Asia
Nepal,United States,I.5.a. Government & Civil Society-general,2022,1.50,South Asia
India,Bill & Melinda Gates Foundation,"I.2.a. Health, General",2022,1.50,South Asia
Ethiopia,United States,I.2.b. Basic Health,2022,1.50,Sub-Saharan Africa
India,Asian Development Bank,IV.2. Other Multisector,2022,1.50,South Asia
India,Bill & Melinda Gates Foundation,I.5.a. Government & Civil Society-general,2022,1.50,South Asia
Pakistan,United States,I.3. Population Policies/Programmes & Reproductive Health,2022,1.50,South Asia
Ethiopia,Children's Investment Fund Foundation,I.3. Population Policies/Programmes & Reproductive Health,2022,1.50,Sub-Saharan Africa
Nigeria,United States,I.3. Population Policies/Programmes & Reproductive Health,2022,1.50,Sub-Saharan Africa
India,Japan,II.1. Transport & Storage,2022,1.50,South Asia
Bangladesh,Japan,II.3.a. Energy Policy,2022,1.50,South Asia
Ethiopia,Japan,I.6. Other Social Infrastructure & Services,2022,1.50,Sub-Saharan Africa
Mongolia,Japan,I.2.b. Basic Health,2022,1.50,East Asia
India,Bill & Melinda Gates Foundation,I.2.b. Basic Health,2022,1.50,South Asia
Kenya,Children's Investment Fund Foundation,I.3. Population Policies/Programmes & Reproductive Health,2022,1.50,Sub-Saharan Africa
Kenya,Children's Investment Fund Foundation,I.3. Population Policies/Programmes & Reproductive Health,2022,1.50,Sub-Saharan Africa
Ethiopia,Conrad N. Hilton Foundation,I.4. Water Supply & Sanitation,2022,1.50,Sub-Saharan Africa
Pakistan,International Development Association,I.4. Water Supply & Sanitation,2022,1.50,South Asia
